model,scenario,region,variable,unit,year,value
PyPSA-Eur,base_eu_regain,Serbia,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2040,0.0001499428551525841
PyPSA-Eur,base_eu_regain,Serbia,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2040,0.006333883380547263
PyPSA-Eur,base_eu_regain,Serbia,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2040,0.007017122023808531
PyPSA-Eur,base_eu_regain,Slovakia,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2040,0.000177220154884359
PyPSA-Eur,base_eu_regain,Slovakia,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2040,0.0001463195638559005
PyPSA-Eur,base_eu_regain,Slovakia,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2040,0.001184980260402454
PyPSA-Eur,base_eu_regain,Slovakia,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2040,0.0012386201506669867
PyPSA-Eur,base_eu_regain,Slovenia,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2040,0.00017285652921551783
PyPSA-Eur,base_eu_regain,Slovenia,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2040,0.00014589303245268547
PyPSA-Eur,base_eu_regain,Slovenia,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2040,0.0020107214332319985
PyPSA-Eur,base_eu_regain,Slovenia,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2040,0.0021807427788394095
PyPSA-Eur,base_eu_regain,Spain,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2040,0.0003501392568147826
PyPSA-Eur,base_eu_regain,Spain,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2040,0.00032196760762819645
PyPSA-Eur,base_eu_regain,Spain,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2040,18.307636871208494
PyPSA-Eur,base_eu_regain,Spain,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2040,0.7006886458991065
PyPSA-Eur,base_eu_regain,Sweden,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2040,0.0001716317962957889
PyPSA-Eur,base_eu_regain,Sweden,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2040,0.00016585619271433899
PyPSA-Eur,base_eu_regain,Sweden,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2040,13.030882901144233
PyPSA-Eur,base_eu_regain,Sweden,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2040,0.41248411044304156
PyPSA-Eur,base_eu_regain,Switzerland,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2040,0.0001680637663989868
PyPSA-Eur,base_eu_regain,Switzerland,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2040,0.00015251012495641586
PyPSA-Eur,base_eu_regain,Switzerland,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2040,1.8299693615720536
PyPSA-Eur,base_eu_regain,Switzerland,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2040,0.4059018782956582
PyPSA-Eur,base_eu_regain,United Kingdom,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2040,0.0003442137487388511
PyPSA-Eur,base_eu_regain,United Kingdom,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2040,0.00035674462132604426
PyPSA-Eur,base_eu_regain,United Kingdom,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2040,365.6610604528397
PyPSA-Eur,base_eu_regain,United Kingdom,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2040,0.5904594638561187
PyPSA-Eur,base_eu_regain,Albania,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2050,0.00022038488582863626
PyPSA-Eur,base_eu_regain,Austria,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2050,0.00025081038187792974
PyPSA-Eur,base_eu_regain,Belgium,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2050,0.00025291411733740485
PyPSA-Eur,base_eu_regain,Bosnia and Herzegovina,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2050,0.00042338204537679263
PyPSA-Eur,base_eu_regain,Bulgaria,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2050,0.0014858373997659166
PyPSA-Eur,base_eu_regain,Croatia,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2050,0.0015001872812803504
PyPSA-Eur,base_eu_regain,Czechia,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2050,0.0001522762057364034
PyPSA-Eur,base_eu_regain,Denmark,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2050,53.073200283502125
PyPSA-Eur,base_eu_regain,Estonia,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2050,0.0006963453022226393
PyPSA-Eur,base_eu_regain,Finland,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2050,0.0004330727945314416
PyPSA-Eur,base_eu_regain,France,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2050,0.0019317966012040886
PyPSA-Eur,base_eu_regain,Germany,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2050,0.0001863792025733368
PyPSA-Eur,base_eu_regain,Greece,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2050,0.0015256399667873026
PyPSA-Eur,base_eu_regain,Hungary,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2050,0.00037380013505499717
PyPSA-Eur,base_eu_regain,Ireland,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2050,0.004934505618910902
PyPSA-Eur,base_eu_regain,Italy,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2050,0.0005285460553355772
PyPSA-Eur,base_eu_regain,Kosovo,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2050,0.00021132756421495793
PyPSA-Eur,base_eu_regain,Latvia,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2050,0.0012887350722050582
PyPSA-Eur,base_eu_regain,Lithuania,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2050,0.005861690291579584
PyPSA-Eur,base_eu_regain,Luxembourg,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2050,0.00024453031134577194
PyPSA-Eur,base_eu_regain,Montenegro,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2050,0.0002881368921971269
PyPSA-Eur,base_eu_regain,Netherlands,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2050,0.0013349139365371294
PyPSA-Eur,base_eu_regain,North Macedonia,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2050,0.00031512555761420245
PyPSA-Eur,base_eu_regain,Norway,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2050,0.00165215967985796
PyPSA-Eur,base_eu_regain,Poland,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2050,0.00015747381130879823
PyPSA-Eur,base_eu_regain,Portugal,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2050,0.0025783709266505007
PyPSA-Eur,base_eu_regain,Romania,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2050,0.001490832377254034
PyPSA-Eur,base_eu_regain,Serbia,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2050,0.00024875975981419586
PyPSA-Eur,base_eu_regain,Slovakia,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2050,0.0003011753139196899
PyPSA-Eur,base_eu_regain,Slovenia,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2050,0.0004137460901984098
PyPSA-Eur,base_eu_regain,Spain,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2050,0.032624204433310405
PyPSA-Eur,base_eu_regain,Sweden,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2050,0.001645817776589288
PyPSA-Eur,base_eu_regain,Switzerland,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2050,0.00027310044197120304
PyPSA-Eur,base_eu_regain,United Kingdom,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2050,0.007392888082007559
PyPSA-Eur,base_eu_regain,Albania,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2050,5.550674752057656e-05
PyPSA-Eur,base_eu_regain,Austria,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2050,3.387840633302761e-05
PyPSA-Eur,base_eu_regain,Belgium,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2050,4.3025834911861465e-05
PyPSA-Eur,base_eu_regain,Bosnia and Herzegovina,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2050,3.995760949086089e-05
PyPSA-Eur,base_eu_regain,Bulgaria,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2050,4.803079605953134e-05
PyPSA-Eur,base_eu_regain,Croatia,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2050,3.6587703485403286e-05
PyPSA-Eur,base_eu_regain,Czechia,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2050,2.928066766626333e-05
PyPSA-Eur,base_eu_regain,Denmark,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2050,5.186250718205876
PyPSA-Eur,base_eu_regain,Estonia,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2050,5.298530727032119e-05
PyPSA-Eur,base_eu_regain,Finland,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2050,6.731691306898859e-05
PyPSA-Eur,base_eu_regain,France,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2050,0.00011884839929858908
PyPSA-Eur,base_eu_regain,Germany,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2050,3.3236138642349464e-05
PyPSA-Eur,base_eu_regain,Greece,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2050,0.00010011050020984746
PyPSA-Eur,base_eu_regain,Hungary,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2050,3.4552044657393184e-05
PyPSA-Eur,base_eu_regain,Ireland,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2050,0.0002879493268004704
PyPSA-Eur,base_eu_regain,Italy,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2050,0.0001502481944302068
PyPSA-Eur,base_eu_regain,Kosovo,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2050,4.734467387080181e-05
PyPSA-Eur,base_eu_regain,Latvia,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2050,4.804203835742519e-05
PyPSA-Eur,base_eu_regain,Lithuania,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2050,3.953197456386905e-05
PyPSA-Eur,base_eu_regain,Luxembourg,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2050,3.550006473277133e-05
PyPSA-Eur,base_eu_regain,Montenegro,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2050,4.4935176114930144e-05
PyPSA-Eur,base_eu_regain,Netherlands,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2050,7.588501833135413e-05
PyPSA-Eur,base_eu_regain,North Macedonia,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2050,5.333396698810646e-05
PyPSA-Eur,base_eu_regain,Norway,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2050,8.758944978175084e-05
PyPSA-Eur,base_eu_regain,Poland,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2050,3.021752318345564e-05
PyPSA-Eur,base_eu_regain,Portugal,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2050,0.00019759305728669216
PyPSA-Eur,base_eu_regain,Romania,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2050,3.99265021304433e-05
PyPSA-Eur,base_eu_regain,Serbia,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2050,3.8954686781880884e-05
PyPSA-Eur,base_eu_regain,Slovakia,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2050,3.254960026164948e-05
PyPSA-Eur,base_eu_regain,Slovenia,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2050,3.425418882672808e-05
PyPSA-Eur,base_eu_regain,Spain,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2050,7.189423834169847
PyPSA-Eur,base_eu_regain,Sweden,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2050,8.508600094688847e-05
PyPSA-Eur,base_eu_regain,Switzerland,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2050,5.373281848348267e-05
PyPSA-Eur,base_eu_regain,United Kingdom,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2050,3.6893435936416203
PyPSA-Eur,base_eu_regain,Albania,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2050,0.00014522704405936133
PyPSA-Eur,base_eu_regain,Albania,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2050,0.00010036449113651166
PyPSA-Eur,base_eu_regain,Albania,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2050,0.005453925727107564
PyPSA-Eur,base_eu_regain,Albania,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2050,0.018046753005189795
PyPSA-Eur,base_eu_regain,Austria,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2050,0.00015542853255215495
PyPSA-Eur,base_eu_regain,Austria,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2050,8.840820093253851e-05
PyPSA-Eur,base_eu_regain,Austria,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2050,0.0007314739115663076
PyPSA-Eur,base_eu_regain,Austria,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2050,0.0029752340497852434
PyPSA-Eur,base_eu_regain,Belgium,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2050,0.00014737394809736184
PyPSA-Eur,base_eu_regain,Belgium,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2050,8.94611360489324e-05
PyPSA-Eur,base_eu_regain,Belgium,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2050,12.66151779080577
PyPSA-Eur,base_eu_regain,Belgium,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2050,0.44859975984819095
PyPSA-Eur,base_eu_regain,Bosnia and Herzegovina,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2050,0.00016097905511446554
PyPSA-Eur,base_eu_regain,Bosnia and Herzegovina,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2050,9.002073261575897e-05
PyPSA-Eur,base_eu_regain,Bosnia and Herzegovina,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2050,0.00048803820087968105
PyPSA-Eur,base_eu_regain,Bosnia and Herzegovina,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2050,0.0016049314725048488
PyPSA-Eur,base_eu_regain,Bulgaria,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2050,0.00016460602045779632
PyPSA-Eur,base_eu_regain,Bulgaria,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2050,8.342867008166976e-05
PyPSA-Eur,base_eu_regain,Bulgaria,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2050,0.00040652772990465257
PyPSA-Eur,base_eu_regain,Bulgaria,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2050,0.0011676597604850416
PyPSA-Eur,base_eu_regain,Croatia,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2050,0.00017044704945248435
PyPSA-Eur,base_eu_regain,Croatia,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2050,8.861399661791183e-05
PyPSA-Eur,base_eu_regain,Croatia,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2050,0.00033812962042636296
PyPSA-Eur,base_eu_regain,Croatia,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2050,0.0009651620936250153
PyPSA-Eur,base_eu_regain,Czechia,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2050,0.00014614069974196962
PyPSA-Eur,base_eu_regain,Czechia,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2050,8.05773674214068e-05
PyPSA-Eur,base_eu_regain,Czechia,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2050,30.922657082018493
PyPSA-Eur,base_eu_regain,Czechia,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2050,0.4618037753916357
PyPSA-Eur,base_eu_regain,Denmark,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2050,0.000310733458607794
PyPSA-Eur,base_eu_regain,Denmark,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2050,0.0001978450619093207
PyPSA-Eur,base_eu_regain,Denmark,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2050,514.0517148590551
PyPSA-Eur,base_eu_regain,Denmark,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2050,2.7881528492920973
PyPSA-Eur,base_eu_regain,Estonia,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2050,0.00015616202038173886
PyPSA-Eur,base_eu_regain,Estonia,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2050,8.384605812277219e-05
PyPSA-Eur,base_eu_regain,Estonia,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2050,0.0007559654687167298
PyPSA-Eur,base_eu_regain,Estonia,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2050,0.002757418682994706
PyPSA-Eur,base_eu_regain,Finland,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2050,0.00014734692131758372
PyPSA-Eur,base_eu_regain,Finland,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2050,8.767021445814077e-05
PyPSA-Eur,base_eu_regain,Finland,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2050,9.596757306915098
PyPSA-Eur,base_eu_regain,Finland,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2050,0.40765721480519884
PyPSA-Eur,base_eu_regain,France,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2050,0.0003055607248006953
PyPSA-Eur,base_eu_regain,France,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2050,0.00017996923576430943
PyPSA-Eur,base_eu_regain,France,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2050,13.231753345985107
PyPSA-Eur,base_eu_regain,France,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2050,5.140993460130891
PyPSA-Eur,base_eu_regain,Germany,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2050,0.00014715747359284655
PyPSA-Eur,base_eu_regain,Germany,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2050,8.594134972162142e-05
PyPSA-Eur,base_eu_regain,Germany,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2050,3.656114576661715
PyPSA-Eur,base_eu_regain,Germany,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2050,0.39649271454300383
PyPSA-Eur,base_eu_regain,Greece,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2050,0.00016173301875915187
PyPSA-Eur,base_eu_regain,Greece,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2050,9.183109134404742e-05
PyPSA-Eur,base_eu_regain,Greece,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2050,0.00046409274442811305
PyPSA-Eur,base_eu_regain,Greece,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2050,0.0015818946517210148
PyPSA-Eur,base_eu_regain,Hungary,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2050,0.00016025156218289454
PyPSA-Eur,base_eu_regain,Hungary,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2050,8.121831765908963e-05
PyPSA-Eur,base_eu_regain,Hungary,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2050,0.0005057853094661139
PyPSA-Eur,base_eu_regain,Hungary,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2050,0.0016121080602282572
PyPSA-Eur,base_eu_regain,Ireland,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2050,0.00015578645654744545
PyPSA-Eur,base_eu_regain,Ireland,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2050,9.781243826575183e-05
PyPSA-Eur,base_eu_regain,Ireland,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2050,0.0023708046883516164
PyPSA-Eur,base_eu_regain,Ireland,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2050,0.010545522583153036
PyPSA-Eur,base_eu_regain,Italy,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2050,0.0002929568822361918
PyPSA-Eur,base_eu_regain,Italy,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2050,0.00018416640306696515
PyPSA-Eur,base_eu_regain,Italy,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2050,0.32342348336337834
PyPSA-Eur,base_eu_regain,Italy,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2050,0.264363937156749
PyPSA-Eur,base_eu_regain,Kosovo,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2050,0.00014600269941112467
PyPSA-Eur,base_eu_regain,Kosovo,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2050,9.900448942989259e-05
PyPSA-Eur,base_eu_regain,Kosovo,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2050,0.00384346536827729
PyPSA-Eur,base_eu_regain,Kosovo,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2050,0.013169554809494121
PyPSA-Eur,base_eu_regain,Latvia,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2050,0.00016106739326033205
PyPSA-Eur,base_eu_regain,Latvia,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2050,8.422947325964997e-05
PyPSA-Eur,base_eu_regain,Latvia,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2050,0.0005248796055609481
PyPSA-Eur,base_eu_regain,Latvia,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2050,0.0016555816686808873
PyPSA-Eur,base_eu_regain,Lithuania,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2050,0.00016686967988995257
PyPSA-Eur,base_eu_regain,Lithuania,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2050,8.303178733461712e-05
PyPSA-Eur,base_eu_regain,Lithuania,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2050,0.0004096130422484198
PyPSA-Eur,base_eu_regain,Lithuania,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2050,0.001154140224710895
PyPSA-Eur,base_eu_regain,Luxembourg,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2050,0.00015119084089941674
PyPSA-Eur,base_eu_regain,Luxembourg,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2050,8.733117978376328e-05
PyPSA-Eur,base_eu_regain,Luxembourg,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2050,0.0017142932333251038
PyPSA-Eur,base_eu_regain,Luxembourg,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2050,0.0075834431749888164
PyPSA-Eur,base_eu_regain,Montenegro,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2050,0.00015321566474161592
PyPSA-Eur,base_eu_regain,Montenegro,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2050,9.334861288957061e-05
PyPSA-Eur,base_eu_regain,Montenegro,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2050,0.0008778660876982924
PyPSA-Eur,base_eu_regain,Montenegro,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2050,0.0031406432925454755
PyPSA-Eur,base_eu_regain,Netherlands,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2050,0.00015573380394290516
PyPSA-Eur,base_eu_regain,Netherlands,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2050,9.276600793905264e-05
PyPSA-Eur,base_eu_regain,Netherlands,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2050,0.0009637639459380916
PyPSA-Eur,base_eu_regain,Netherlands,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2050,0.003809575208325377
PyPSA-Eur,base_eu_regain,North Macedonia,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2050,0.00015221688046982186
PyPSA-Eur,base_eu_regain,North Macedonia,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2050,0.00010095867578302145
PyPSA-Eur,base_eu_regain,North Macedonia,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2050,0.000970118020366442
PyPSA-Eur,base_eu_regain,North Macedonia,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2050,0.0034450600778660697
PyPSA-Eur,base_eu_regain,Norway,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2050,0.00015345125327117902
PyPSA-Eur,base_eu_regain,Norway,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2050,8.858367787670212e-05
PyPSA-Eur,base_eu_regain,Norway,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2050,0.0016452174139507346
