model,scenario,region,variable,unit,year,value
PyPSA-Eur,base_eu_regain,Spain,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2030,24.4865050039115
PyPSA-Eur,base_eu_regain,Spain,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2030,0.2717509548138677
PyPSA-Eur,base_eu_regain,Sweden,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2030,0.00018535363398903537
PyPSA-Eur,base_eu_regain,Sweden,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2030,0.00018948786930948254
PyPSA-Eur,base_eu_regain,Sweden,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2030,99.54493294180517
PyPSA-Eur,base_eu_regain,Sweden,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2030,0.6298541989319341
PyPSA-Eur,base_eu_regain,Switzerland,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2030,0.00019761124584894362
PyPSA-Eur,base_eu_regain,Switzerland,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2030,0.00016627826019820503
PyPSA-Eur,base_eu_regain,Switzerland,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2030,0.0007073969155066612
PyPSA-Eur,base_eu_regain,Switzerland,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2030,0.0009543231898157565
PyPSA-Eur,base_eu_regain,United Kingdom,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2030,0.00037620273339746923
PyPSA-Eur,base_eu_regain,United Kingdom,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2030,0.0003678409601467487
PyPSA-Eur,base_eu_regain,United Kingdom,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2030,0.0058168244130236265
PyPSA-Eur,base_eu_regain,United Kingdom,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2030,0.0069865272356925395
PyPSA-Eur,base_eu_regain,Albania,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2040,0.0008185393144191003
PyPSA-Eur,base_eu_regain,Austria,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2040,0.0006610852554196876
PyPSA-Eur,base_eu_regain,Belgium,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2040,0.000824531869095865
PyPSA-Eur,base_eu_regain,Bosnia and Herzegovina,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2040,0.000708639170633601
PyPSA-Eur,base_eu_regain,Bulgaria,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2040,0.0008089809617233077
PyPSA-Eur,base_eu_regain,Croatia,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2040,0.0008553955587446282
PyPSA-Eur,base_eu_regain,Czechia,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2040,0.00103585493545854
PyPSA-Eur,base_eu_regain,Denmark,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2040,6.4180326990773064
PyPSA-Eur,base_eu_regain,Estonia,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2040,0.0013619713689985288
PyPSA-Eur,base_eu_regain,Finland,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2040,0.0017897146666301504
PyPSA-Eur,base_eu_regain,France,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2040,0.004315793787453739
PyPSA-Eur,base_eu_regain,Germany,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2040,0.0007073992044471874
PyPSA-Eur,base_eu_regain,Greece,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2040,0.014895520624283853
PyPSA-Eur,base_eu_regain,Hungary,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2040,0.00210121303888059
PyPSA-Eur,base_eu_regain,Ireland,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2040,0.006190099491304771
PyPSA-Eur,base_eu_regain,Italy,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2040,6.6229423999635735
PyPSA-Eur,base_eu_regain,Kosovo,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2040,0.0007757060731906424
PyPSA-Eur,base_eu_regain,Latvia,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2040,0.0015491512154907504
PyPSA-Eur,base_eu_regain,Lithuania,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2040,0.0012940598970231406
PyPSA-Eur,base_eu_regain,Luxembourg,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2040,0.0008122180266785267
PyPSA-Eur,base_eu_regain,Montenegro,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2040,0.0007569856262682915
PyPSA-Eur,base_eu_regain,Netherlands,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2040,0.0012461254918336368
PyPSA-Eur,base_eu_regain,North Macedonia,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2040,0.0008204624529314905
PyPSA-Eur,base_eu_regain,Norway,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2040,0.0029756185055436197
PyPSA-Eur,base_eu_regain,Poland,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2040,36.98292701250452
PyPSA-Eur,base_eu_regain,Portugal,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2040,0.0029398860361898337
PyPSA-Eur,base_eu_regain,Romania,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2040,0.0007114234075953704
PyPSA-Eur,base_eu_regain,Serbia,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2040,0.0007667513858349834
PyPSA-Eur,base_eu_regain,Slovakia,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2040,0.0010459189365258092
PyPSA-Eur,base_eu_regain,Slovenia,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2040,0.0008548574458085278
PyPSA-Eur,base_eu_regain,Spain,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2040,0.00562920972452731
PyPSA-Eur,base_eu_regain,Sweden,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2040,0.0030274565466325
PyPSA-Eur,base_eu_regain,Switzerland,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2040,0.0009282531088843333
PyPSA-Eur,base_eu_regain,United Kingdom,Investments|Energy Supply|Industry|Methanol|Methanolisation,Meuro/y,2040,0.035311394160484115
PyPSA-Eur,base_eu_regain,Albania,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2040,2.8204886445574675e-05
PyPSA-Eur,base_eu_regain,Austria,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2040,1.942936342580535e-05
PyPSA-Eur,base_eu_regain,Belgium,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2040,2.246127026256766e-05
PyPSA-Eur,base_eu_regain,Bosnia and Herzegovina,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2040,2.1789908348865242e-05
PyPSA-Eur,base_eu_regain,Bulgaria,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2040,2.729594960901178e-05
PyPSA-Eur,base_eu_regain,Croatia,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2040,2.0991870194021444e-05
PyPSA-Eur,base_eu_regain,Czechia,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2040,1.8942815668139875e-05
PyPSA-Eur,base_eu_regain,Denmark,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2040,6.0027879583757615
PyPSA-Eur,base_eu_regain,Estonia,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2040,2.5616902205548436e-05
PyPSA-Eur,base_eu_regain,Finland,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2040,5.077213124101997e-05
PyPSA-Eur,base_eu_regain,France,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2040,9.096800730003235e-05
PyPSA-Eur,base_eu_regain,Germany,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2040,2.0472226841717722e-05
PyPSA-Eur,base_eu_regain,Greece,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2040,4.1027833891752e-05
PyPSA-Eur,base_eu_regain,Hungary,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2040,2.070924287128181e-05
PyPSA-Eur,base_eu_regain,Ireland,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2040,0.0021602449456922194
PyPSA-Eur,base_eu_regain,Italy,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2040,7.3502356436434e-05
PyPSA-Eur,base_eu_regain,Kosovo,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2040,2.584806891674301e-05
PyPSA-Eur,base_eu_regain,Latvia,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2040,2.7608730793598068e-05
PyPSA-Eur,base_eu_regain,Lithuania,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2040,2.3726675646439346e-05
PyPSA-Eur,base_eu_regain,Luxembourg,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2040,2.091781815459964e-05
PyPSA-Eur,base_eu_regain,Montenegro,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2040,2.4637874814583402e-05
PyPSA-Eur,base_eu_regain,Netherlands,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2040,3.06405881139115e-05
PyPSA-Eur,base_eu_regain,North Macedonia,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2040,2.882793355607373e-05
PyPSA-Eur,base_eu_regain,Norway,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2040,0.00010909367675611104
PyPSA-Eur,base_eu_regain,Poland,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2040,1.8993812330799052e-05
PyPSA-Eur,base_eu_regain,Portugal,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2040,0.00017113098535358822
PyPSA-Eur,base_eu_regain,Romania,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2040,2.2541553610422326e-05
PyPSA-Eur,base_eu_regain,Serbia,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2040,2.253158144660503e-05
PyPSA-Eur,base_eu_regain,Slovakia,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2040,1.951692074190459e-05
PyPSA-Eur,base_eu_regain,Slovenia,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2040,2.0145568565677494e-05
PyPSA-Eur,base_eu_regain,Spain,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2040,2.7699456762435677
PyPSA-Eur,base_eu_regain,Sweden,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2040,9.099612713253893e-05
PyPSA-Eur,base_eu_regain,Switzerland,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2040,2.731775730050844e-05
PyPSA-Eur,base_eu_regain,United Kingdom,Investments|Energy Supply|Industry|Plastics|Naphtha Steam Cracker,Meuro/y,2040,2.767964573122413
PyPSA-Eur,base_eu_regain,Albania,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2040,0.0001680910731888493
PyPSA-Eur,base_eu_regain,Albania,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2040,0.00015223646387548578
PyPSA-Eur,base_eu_regain,Albania,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2040,0.28612771145543997
PyPSA-Eur,base_eu_regain,Albania,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2040,0.15058306568462898
PyPSA-Eur,base_eu_regain,Austria,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2040,0.00016814124711183397
PyPSA-Eur,base_eu_regain,Austria,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2040,0.00014721745558308072
PyPSA-Eur,base_eu_regain,Austria,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2040,23.813337891839677
PyPSA-Eur,base_eu_regain,Austria,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2040,0.2649567277902088
PyPSA-Eur,base_eu_regain,Belgium,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2040,0.00016841044944686018
PyPSA-Eur,base_eu_regain,Belgium,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2040,0.00015014027168358177
PyPSA-Eur,base_eu_regain,Belgium,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2040,22.683105332796814
PyPSA-Eur,base_eu_regain,Belgium,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2040,0.3379529300841465
PyPSA-Eur,base_eu_regain,Bosnia and Herzegovina,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2040,0.00016812309714807046
PyPSA-Eur,base_eu_regain,Bosnia and Herzegovina,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2040,0.00015223428222129674
PyPSA-Eur,base_eu_regain,Bosnia and Herzegovina,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2040,3.6651957949613516
PyPSA-Eur,base_eu_regain,Bosnia and Herzegovina,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2040,0.28580600232391723
PyPSA-Eur,base_eu_regain,Bulgaria,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2040,0.0001680987684465409
PyPSA-Eur,base_eu_regain,Bulgaria,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2040,0.00015155969734638968
PyPSA-Eur,base_eu_regain,Bulgaria,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2040,0.2512711527107276
PyPSA-Eur,base_eu_regain,Bulgaria,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2040,0.14771402626512342
PyPSA-Eur,base_eu_regain,Croatia,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2040,0.0001724446916487595
PyPSA-Eur,base_eu_regain,Croatia,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2040,0.00015084816881777067
PyPSA-Eur,base_eu_regain,Croatia,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2040,0.002179883568733243
PyPSA-Eur,base_eu_regain,Croatia,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2040,0.00237417661201463
PyPSA-Eur,base_eu_regain,Czechia,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2040,0.00017698385916327156
PyPSA-Eur,base_eu_regain,Czechia,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2040,0.00014335495210111713
PyPSA-Eur,base_eu_regain,Czechia,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2040,0.0012037301391005805
PyPSA-Eur,base_eu_regain,Czechia,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2040,0.0012679430961245956
PyPSA-Eur,base_eu_regain,Denmark,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2040,0.0003410162916280031
PyPSA-Eur,base_eu_regain,Denmark,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2040,0.0003348375547474775
PyPSA-Eur,base_eu_regain,Denmark,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2040,3.9776659109314676
PyPSA-Eur,base_eu_regain,Denmark,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2040,5.984919182916512
PyPSA-Eur,base_eu_regain,Estonia,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2040,0.00017475038458598878
PyPSA-Eur,base_eu_regain,Estonia,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2040,0.00015374110850798647
PyPSA-Eur,base_eu_regain,Estonia,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2040,0.0017992596167398908
PyPSA-Eur,base_eu_regain,Estonia,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2040,0.0020024255660498836
PyPSA-Eur,base_eu_regain,Finland,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2040,0.00016988325957101538
PyPSA-Eur,base_eu_regain,Finland,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2040,0.00016204009965194738
PyPSA-Eur,base_eu_regain,Finland,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2040,9.853080674557857
PyPSA-Eur,base_eu_regain,Finland,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2040,0.24013636374503794
PyPSA-Eur,base_eu_regain,France,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2040,0.0003421178904469462
PyPSA-Eur,base_eu_regain,France,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2040,0.00031620045536359133
PyPSA-Eur,base_eu_regain,France,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2040,43.63433077798829
PyPSA-Eur,base_eu_regain,France,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2040,0.41263941580165897
PyPSA-Eur,base_eu_regain,Germany,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2040,0.00016824288044013316
PyPSA-Eur,base_eu_regain,Germany,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2040,0.00014811733641546397
PyPSA-Eur,base_eu_regain,Germany,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2040,76.4164484977988
PyPSA-Eur,base_eu_regain,Germany,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2040,0.3893727889386882
PyPSA-Eur,base_eu_regain,Greece,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2040,0.00018111127560400516
PyPSA-Eur,base_eu_regain,Greece,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2040,0.00015540691140046602
PyPSA-Eur,base_eu_regain,Greece,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2040,0.0008286603058512457
PyPSA-Eur,base_eu_regain,Greece,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2040,0.000884473047532094
PyPSA-Eur,base_eu_regain,Hungary,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2040,0.0001832664707630257
PyPSA-Eur,base_eu_regain,Hungary,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2040,0.00014514699566279548
PyPSA-Eur,base_eu_regain,Hungary,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2040,0.0007795092758103423
PyPSA-Eur,base_eu_regain,Hungary,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2040,0.0008170133199430572
PyPSA-Eur,base_eu_regain,Ireland,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2040,0.0001721030707128269
PyPSA-Eur,base_eu_regain,Ireland,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2040,0.00017177546695042246
PyPSA-Eur,base_eu_regain,Ireland,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2040,0.665130728228299
PyPSA-Eur,base_eu_regain,Ireland,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2040,0.23568427089050276
PyPSA-Eur,base_eu_regain,Italy,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2040,0.0003507745149946781
PyPSA-Eur,base_eu_regain,Italy,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2040,0.0003108914739192264
PyPSA-Eur,base_eu_regain,Italy,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2040,0.05786287025140354
PyPSA-Eur,base_eu_regain,Italy,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2040,0.05255553311482923
PyPSA-Eur,base_eu_regain,Kosovo,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2040,0.0001681632827635114
PyPSA-Eur,base_eu_regain,Kosovo,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2040,0.00014981600334518734
PyPSA-Eur,base_eu_regain,Kosovo,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2040,0.8681889369485195
PyPSA-Eur,base_eu_regain,Kosovo,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2040,0.20056779808511366
PyPSA-Eur,base_eu_regain,Latvia,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2040,0.0001756599358690541
PyPSA-Eur,base_eu_regain,Latvia,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2040,0.00015227128525062636
PyPSA-Eur,base_eu_regain,Latvia,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2040,0.0015797903490061787
PyPSA-Eur,base_eu_regain,Latvia,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2040,0.0017060321539781557
PyPSA-Eur,base_eu_regain,Lithuania,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2040,0.00017651788969920816
PyPSA-Eur,base_eu_regain,Lithuania,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2040,0.00014809677743750675
PyPSA-Eur,base_eu_regain,Lithuania,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2040,0.001431204600536738
PyPSA-Eur,base_eu_regain,Lithuania,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2040,0.0015192254654478002
PyPSA-Eur,base_eu_regain,Luxembourg,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2040,0.0001706235864316508
PyPSA-Eur,base_eu_regain,Luxembourg,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2040,0.0001464935759264486
PyPSA-Eur,base_eu_regain,Luxembourg,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2040,0.0034682077466144643
PyPSA-Eur,base_eu_regain,Luxembourg,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2040,0.004305677856018329
PyPSA-Eur,base_eu_regain,Montenegro,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2040,0.00016817248462586316
PyPSA-Eur,base_eu_regain,Montenegro,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2040,0.00015016980944035358
PyPSA-Eur,base_eu_regain,Montenegro,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2040,0.05937132122126044
PyPSA-Eur,base_eu_regain,Montenegro,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2040,0.05439930371131851
PyPSA-Eur,base_eu_regain,Netherlands,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2040,0.00016853269059993216
PyPSA-Eur,base_eu_regain,Netherlands,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2040,0.00015627975179423038
PyPSA-Eur,base_eu_regain,Netherlands,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2040,9.9843311354698
PyPSA-Eur,base_eu_regain,Netherlands,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2040,0.2967636269028141
PyPSA-Eur,base_eu_regain,North Macedonia,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2040,0.00016808881695687332
PyPSA-Eur,base_eu_regain,North Macedonia,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2040,0.0001522565547614271
PyPSA-Eur,base_eu_regain,North Macedonia,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2040,2.9651545645417765
PyPSA-Eur,base_eu_regain,North Macedonia,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2040,0.4497503589655922
PyPSA-Eur,base_eu_regain,Norway,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2040,0.00016998790733941443
PyPSA-Eur,base_eu_regain,Norway,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2040,0.00016416194484585576
PyPSA-Eur,base_eu_regain,Norway,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2040,0.09220030465903482
PyPSA-Eur,base_eu_regain,Norway,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2040,0.10977711437944783
PyPSA-Eur,base_eu_regain,Poland,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2040,0.0001928759271391982
PyPSA-Eur,base_eu_regain,Poland,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2040,0.00014284092437408306
PyPSA-Eur,base_eu_regain,Poland,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2040,0.0005572669746413617
PyPSA-Eur,base_eu_regain,Poland,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2040,0.0005912252120929158
PyPSA-Eur,base_eu_regain,Portugal,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2040,0.00017623874137003906
PyPSA-Eur,base_eu_regain,Portugal,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2040,0.00015802179441166866
PyPSA-Eur,base_eu_regain,Portugal,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2040,0.0027764766175857386
PyPSA-Eur,base_eu_regain,Portugal,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2040,0.003300951860343684
PyPSA-Eur,base_eu_regain,Romania,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2040,0.0001680877801658796
PyPSA-Eur,base_eu_regain,Romania,Investments|Energy Supply|Industry|Feedstocks|H2 Electrolysis,Meuro/y,2040,0.00014843735569268948
PyPSA-Eur,base_eu_regain,Romania,Investments|Energy Supply|Industry|Feedstocks|Smr,Meuro/y,2040,9.715412326425922
PyPSA-Eur,base_eu_regain,Romania,Investments|Energy Supply|Industry|Feedstocks|Smr Cc,Meuro/y,2040,0.3007217112388268
PyPSA-Eur,base_eu_regain,Serbia,Investments|Energy Supply|Industry|Feedstocks|Fischer-Tropsch,Meuro/y,2040,0.00016949402006847782
